application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,due_date,notes
KA-123,ka2026q3_01,Karnataka,"Chikkaballapura- Office of The Deputy Director, Department of Pre University Eductaion.",PRE UNIVERSITY EDUCTAION,Chikkaballapura,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-132,ka2026q3_01,Karnataka,Belagavi-Mudalagi-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Belagavi,Mudalagi,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-134,ka2026q3_01,Karnataka,Chitradurga-Holalkere-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Chitradurga,Holalkere,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-137,ka2026q3_01,Karnataka,Kodagu-Madikeri-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Kodagu,Madikeri,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-138,ka2026q3_01,Karnataka,Mysuru-Hunsur-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Mysuru,Hunsur,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-139,ka2026q3_01,Karnataka,Mysuru-T Narsipur-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Mysuru,T Narsipur,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-141,ka2026q3_01,Karnataka,Vijayapura-Nidagundi-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Vijayapura,Nidagundi,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-149,ka2026q3_01,Karnataka,Vijayapura-Rural Development and Panchayat Raj - RDPR(Z.P),RDPR(Z.P),Vijayapura,NA,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-150,ka2026q3_01,Karnataka,Ballari-REVENUE,REVENUE,Ballari,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-152,ka2026q3_01,Karnataka,Bengaluru South - REVENUE,REVENUE,Bengaluru South,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-155,ka2026q3_01,Karnataka,"Mysuru - Office of the Deputy Director, Department of School Education",SCHOOL EDUCATION,Mysuru,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-157,ka2026q3_01,Karnataka,"Raichur - Office of the Deputy Director, Department of School Education(Pre University)",SCHOOL EDUCATION(PRE UNIVERSITY),Raichur,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-158,ka2026q3_01,Karnataka,"Chikkamagaluru- Office of the Deputy Director, Department of Sericulture",SERICULTURE,Chikkamagaluru,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-159,ka2026q3_01,Karnataka,"Dharwad - Office of the Deputy Director, Department of Sericulture",SERICULTURE,Dharwad,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-161,ka2026q3_01,Karnataka,"Chitradurga - Office of The District Skill Development Officer, Skill Development Department",SKILL DEVELOPMENT,Chitradurga,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-164,ka2026q3_01,Karnataka,"Raichur- Office of the Deputy Director, Department of Social Welfare",SOCIAL WELFARE,Raichur,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-168,ka2026q3_01,Karnataka,"Mandya- Office of the District Statistical Officer, Department of Statistics",STATISTICS,Mandya,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-169,ka2026q3_01,Karnataka,"Kodagu - Office of The Deputy Director, Department of Tourism",TOURISM,Kodagu,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-175,ka2026q3_01,Karnataka,Hospete - Urban Development Authority,URBAN DEVELOPMENT AUTHORITY,Hospete,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-177,ka2026q3_01,Karnataka,"Kolar - Office of the Deputy Director, Department of Women and Child Development",WOMEN AND CHILD DEVELOPMENT,Kolar,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
