application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,due_date,notes
KA-076,ka2026q3_01,Karnataka,"Gadag - Office of The Joint Director, District Industrial Centre, Dept of Industries and Commerce",INDUSTRIES AND COMMERCE,Gadag,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-077,ka2026q3_01,Karnataka,"Kolar - Office of The Joint Director, District Industrial Centre, Dept of Industries & Commerce",INDUSTRIES AND COMMERCE,Kolar,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-079,ka2026q3_01,Karnataka,"Bagalkot - Office of the Assistant Director, Department of Information and Public Relations",INFORMATION AND PUBLIC RELATIONS,Bagalkot,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-081,ka2026q3_01,Karnataka,"Bagalkot - Office of the Assiatant Director, Department of Kannada and Culture",KANNADA AND CULTURE,Bagalkot,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-082,ka2026q3_01,Karnataka,Secretariat - Kannada and Culture Department,KANNADA AND CULTURE,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-084,ka2026q3_01,Karnataka,Kolar - Karnataka Maharshi Valmiki Scheduled Tribes Development Corporation Ltd,KARNATAKA MAHARSHI VALMIKI SCHEDULED TRIBES DEVELOPMENT CORPORATION LTD,Kolar,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-090,ka2026q3_01,Karnataka,Karnataka State Consumer Disputes Redressal Commission permanent Circuit Bench Kalaburagi,KARNATAKA STATE CONSUMER DISPUTES REDRESSAL COMMISSION PERMANENT CIRCUIT BENCH KALABURAGI,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-092,ka2026q3_01,Karnataka,Karnataka state police housing and infrastructure development corporation limited,KARNATAKA STATE POLICE HOUSING AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-093,ka2026q3_01,Karnataka,"Ballari- Regional Office, Karnataka State Pollution Control Board",KARNATAKA STATE POLLUTION CONTROL BOARD,Ballari,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-095,ka2026q3_01,Karnataka,"Uttara Kannada - Office of the Deputy Director (Admn),Department of School Education,Karwar",KARWAR,Uttara Kannada,,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-098,ka2026q3_01,Karnataka,Karnataka Power Transmission Corporation Limited-KPTCL,KPTCL,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-101,ka2026q3_01,Karnataka,Chikkaballapura-LABOUR,LABOUR,Chikkaballapura,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-103,ka2026q3_01,Karnataka,"KSRTC,Central Tarining Institute , Malur",MALUR,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-106,ka2026q3_01,Karnataka,"Raichur- Office of The Senior Geologist, Department of Mines and Geology",MINES AND GEOLOGY,Raichur,,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-109,ka2026q3_01,Karnataka,"Belagavi - Office of The District officer, Minority Welfare Department",MINORITY WELFARE,Belagavi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-114,ka2026q3_01,Karnataka,Mysuru- Office of The District Health and Family Welfare Officer,OFFICE OF THE DISTRICT HEALTH AND FAMILY WELFARE OFFICER,Mysuru,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-116,ka2026q3_01,Karnataka,Ballari- Office of The Superintendent of Police,OFFICE OF THE SUPERINTENDENT OF POLICE,Ballari,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-121,ka2026q3_01,Karnataka,"Kodagu - Office of The Deputy Director, Department of Pre University Education",PRE UNIVERSITY EDUCATION,Kodagu,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-127,ka2026q3_01,Karnataka,Bagalkot-Public Works Department - PWD,PWD,Bagalkot,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-128,ka2026q3_01,Karnataka,Belagavi-Public Works Department - PWD,PWD,Belagavi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-130,ka2026q3_01,Karnataka,Uttara Kannada-Public Works Department - PWD,PWD,Uttara Kannada,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-135,ka2026q3_01,Karnataka,Davanagere-Davanagere-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Davanagere,Davanagere,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-145,ka2026q3_01,Karnataka,Yadgir-Vadagera-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Yadgir,Vadagera,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-154,ka2026q3_01,Karnataka,"Belagavi - Office of the Deputy Director (Administration), Department of School Education",SCHOOL EDUCATION,Belagavi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-156,ka2026q3_01,Karnataka,"Bidar - Office of the Deputy Director, Department of School Education(Pre University)",SCHOOL EDUCATION(PRE UNIVERSITY),Bidar,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-163,ka2026q3_01,Karnataka,"Kolar - Office of the Deputy Director, Department of Social Welfare",SOCIAL WELFARE,Kolar,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-165,ka2026q3_01,Karnataka,"Tumakuru - Office of The Joint Director, Department of Social Welfare",SOCIAL WELFARE,Tumakuru,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-166,ka2026q3_01,Karnataka,Bagalkote-SSLR,SSLR,Bagalkote,,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-167,ka2026q3_01,Karnataka,"Kalaburagi- Office of The District Statistical Officer, Department of Statistics",STATISTICS,Kalaburagi,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-171,ka2026q3_01,Karnataka,"Kalaburagi - Office of The Assistant Director, Department of Town and Country Planning",TOWN AND COUNTRY PLANNING,Kalaburagi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-173,ka2026q3_01,Karnataka,"Kalaburagi- Office of The Regional Transport Officer, Department of Transport",TRANSPORT,Kalaburagi,,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-176,ka2026q3_01,Karnataka,"Bengaluru Urban- Office of the Deputy Director, Department of Women and Child Development",WOMEN AND CHILD DEVELOPMENT,Bengaluru Urban,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
