application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,due_date,notes
KA-028,ka2026q3_01,Karnataka,Tumakuru-Deputy Director of Land Records-DDLR,DDLR,Tumakuru,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-029,ka2026q3_01,Karnataka,Uttara Kannada-Deputy Director of Land Records-DDLR,DDLR,Uttara Kannada,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-030,ka2026q3_01,Karnataka,Belagavi-District Consumer Disputes and Redressal Commission,DISTRICT CONSUMER DISPUTES AND REDRESSAL COMMISSION,Belagavi,Not Applicable,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-031,ka2026q3_01,Karnataka,Uttarakannada- District Consumer Disputes and Redressal Commission,DISTRICT CONSUMER DISPUTES AND REDRESSAL COMMISSION,Uttarakannada,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-032,ka2026q3_01,Karnataka,Bagalkot - District Consumer Disputes Redressal Commission,DISTRICT CONSUMER DISPUTES REDRESSAL COMMISSION,Bagalkot,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-033,ka2026q3_01,Karnataka,Ballari-District Consumer disputes Redressal commission,DISTRICT CONSUMER DISPUTES REDRESSAL COMMISSION,Ballari,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-034,ka2026q3_01,Karnataka,Yadgir - District Consumer Disputes Redressal Commission,DISTRICT CONSUMER DISPUTES REDRESSAL COMMISSION,Yadgir,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-035,ka2026q3_01,Karnataka,Bengaluru Rural - District Court,DISTRICT COURT,Bengaluru Rural,,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-036,ka2026q3_01,Karnataka,Chikkaballapura - District Court,DISTRICT COURT,Chikkaballapura,,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-037,ka2026q3_01,Karnataka,Hassan - District Court,DISTRICT COURT,Hassan,,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-038,ka2026q3_01,Karnataka,Ballari- District Hospital,DISTRICT HOSPITAL,Ballari,Not Applicable,RTI_Online_Karnataka,legal_salience,RA3,v3,en,portal,,,,,,,,,
KA-039,ka2026q3_01,Karnataka,"Tumakuru - Office of The District Surgeon,District Hospital",DISTRICT HOSPITAL,Tumakuru,,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-040,ka2026q3_01,Karnataka,Bengaluru North - District Institute for Education and Training (DIET),DISTRICT INSTITUTE FOR EDUCATION AND TRAINING (DIET),Bengaluru North,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-041,ka2026q3_01,Karnataka,Chitradurga - District Institute for Education and Training (DIET),DISTRICT INSTITUTE FOR EDUCATION AND TRAINING (DIET),Chitradurga,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-042,ka2026q3_01,Karnataka,Kodagu - District Institute for Education and Training (DIET),DISTRICT INSTITUTE FOR EDUCATION AND TRAINING (DIET),Kodagu,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-043,ka2026q3_01,Karnataka,Belagavi - District Training Institute,DISTRICT TRAINING INSTITUTE,Belagavi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-044,ka2026q3_01,Karnataka,Mandya-District Training Institute,DISTRICT TRAINING INSTITUTE,Mandya,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-045,ka2026q3_01,Karnataka,Vijayapura - District Training Institute,DISTRICT TRAINING INSTITUTE,Vijayapura,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-046,ka2026q3_01,Karnataka,"Bengaluru Rural - Office of the Deputy Director, District Treasury",DISTRICT TREASURY,Bengaluru Rural,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-047,ka2026q3_01,Karnataka,"Chamarajanagar - Office of the Deputy Director, District Treasury",DISTRICT TREASURY,Chamarajanagar,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-048,ka2026q3_01,Karnataka,"Kolar - Office of the Deputy Director, District Treasury",DISTRICT TREASURY,Kolar,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-049,ka2026q3_01,Karnataka,Bengaluru Urban-District Registrar - DR,DR,Bengaluru Urban,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-050,ka2026q3_01,Karnataka,Chamarajanagar-District Registrar - DR,DR,Chamarajanagar,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-051,ka2026q3_01,Karnataka,Chitradurga-District Registrar - DR,DR,Chitradurga,Not Applicable,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-052,ka2026q3_01,Karnataka,Raichur-District Registrar - DR,DR,Raichur,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-053,ka2026q3_01,Karnataka,Ballari-Urban Development Cell - DUDC,DUDC,Ballari,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-054,ka2026q3_01,Karnataka,Chitradurga-Urban Development Cell - DUDC,DUDC,Chitradurga,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-055,ka2026q3_01,Karnataka,Hassan- Urban Development Cell - DUDC,DUDC,Hassan,Not Applicable,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-056,ka2026q3_01,Karnataka,Kalaburagi-Urban Development Cell - DUDC,DUDC,Kalaburagi,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-057,ka2026q3_01,Karnataka,"Ballari- Office of The Deputy Commissioner of Excise, Department of Excise",EXCISE,Ballari,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-058,ka2026q3_01,Karnataka,"Bidar - Office of The Deputy Commissioner, Department of Excise",EXCISE,Bidar,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-059,ka2026q3_01,Karnataka,Chikkamagaluru-Food and Civil Supplies - FCS,FCS,Chikkamagaluru,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-060,ka2026q3_01,Karnataka,Davanagere-Food and Civil Supplies - FCS,FCS,Davanagere,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-061,ka2026q3_01,Karnataka,Gadag-Food and Civil Supplies - FCS,FCS,Gadag,Not Applicable,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-062,ka2026q3_01,Karnataka,Shivamogga-Food and Civil Supplies - FCS,FCS,Shivamogga,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-063,ka2026q3_01,Karnataka,"Bengaluru Rural - Office of The Deputy Director, Fisheries Department",FISHERIES,Bengaluru Rural,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-064,ka2026q3_01,Karnataka,"Kolar - Office of the Deputy Director, Fisheries Department",FISHERIES,Kolar,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-065,ka2026q3_01,Karnataka,"Chitradurga - Office of the Deputy Director, Department of Handlooms and Textiles",HANDLOOMS AND TEXTILES,Chitradurga,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-066,ka2026q3_01,Karnataka,"Tumakuru- Office of The Deputy Director, Department of Handlooms and Textiles",HANDLOOMS AND TEXTILES,Tumakuru,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-067,ka2026q3_01,Karnataka,"Arbitration and Conciliation Centre-Bangalore, HCK",HCK,NA,NA,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-068,ka2026q3_01,Karnataka,"High Court of Karnataka Dharwad Bench, HCK",HCK,NA,Not Applicable,RTI_Online_Karnataka,legal_salience,RA3,v3,en,portal,,,,,,,,,
KA-069,ka2026q3_01,Karnataka,"Dharwad - Office of the Deputy Director, Department of Horticulture",HORTICULTURE,Dharwad,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-070,ka2026q3_01,Karnataka,"Kalaburagi- Office of The Deputy Director, Department of Horticulture",HORTICULTURE,Kalaburagi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-071,ka2026q3_01,Karnataka,"Koppal - Deputy Director office, Horticulture department",HORTICULTURE,Koppal,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-072,ka2026q3_01,Karnataka,"Vijayanagar - Office of the Deputy Director, District Treasury, Hospet",HOSPET,Vijayanagar,Not Applicable,RTI_Online_Karnataka,legal_salience,RA3,v3,en,portal,,,,,,,,,
KA-073,ka2026q3_01,Karnataka,"Ballari - Office of The Joint Director, District Industrial Centre, Dept of Ind & Comm",IND AND COMM,Ballari,Not Applicable,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-074,ka2026q3_01,Karnataka,"Tumakuru- Office of The Joint Director, District Industrial Centre, Department of Ind and Comm",IND AND COMM,Tumakuru,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-075,ka2026q3_01,Karnataka,Indira Gandhi Institute Of Child Health,INDIRA GANDHI INSTITUTE OF CHILD HEALTH,NA,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-076,ka2026q3_01,Karnataka,"Gadag - Office of The Joint Director, District Industrial Centre, Dept of Industries and Commerce",INDUSTRIES AND COMMERCE,Gadag,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-077,ka2026q3_01,Karnataka,"Kolar - Office of The Joint Director, District Industrial Centre, Dept of Industries & Commerce",INDUSTRIES AND COMMERCE,Kolar,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-078,ka2026q3_01,Karnataka,Secretariat - Information and Public Relation Department,INFORMATION AND PUBLIC RELATION,NA,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-079,ka2026q3_01,Karnataka,"Bagalkot - Office of the Assistant Director, Department of Information and Public Relations",INFORMATION AND PUBLIC RELATIONS,Bagalkot,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-080,ka2026q3_01,Karnataka,"Koppal- Office of the Assistant Director, Department of Information and Public Relations",INFORMATION AND PUBLIC RELATIONS,Koppal,Not Applicable,RTI_Online_Karnataka,legal_salience,RA3,v3,en,portal,,,,,,,,,
KA-081,ka2026q3_01,Karnataka,"Bagalkot - Office of the Assiatant Director, Department of Kannada and Culture",KANNADA AND CULTURE,Bagalkot,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-082,ka2026q3_01,Karnataka,Secretariat - Kannada and Culture Department,KANNADA AND CULTURE,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-083,ka2026q3_01,Karnataka,Belagavi - Karnataka Maharshi Valmiki Scheduled Tribes Development Corporation Ltd,KARNATAKA MAHARSHI VALMIKI SCHEDULED TRIBES DEVELOPMENT CORPORATION LTD,Belagavi,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-084,ka2026q3_01,Karnataka,Kolar - Karnataka Maharshi Valmiki Scheduled Tribes Development Corporation Ltd,KARNATAKA MAHARSHI VALMIKI SCHEDULED TRIBES DEVELOPMENT CORPORATION LTD,Kolar,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-085,ka2026q3_01,Karnataka,Mysuru - Karnataka Maharshi Valmiki Scheduled Tribes Development Corporation Ltd,KARNATAKA MAHARSHI VALMIKI SCHEDULED TRIBES DEVELOPMENT CORPORATION LTD,Mysuru,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-086,ka2026q3_01,Karnataka,Davanagere- Karnataka Rural Infrastructure Development Limited,KARNATAKA RURAL INFRASTRUCTURE DEVELOPMENT LIMITED,Davanagere,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-087,ka2026q3_01,Karnataka,Kalaburagi- Karnataka Rural Infrastructure Development Limited,KARNATAKA RURAL INFRASTRUCTURE DEVELOPMENT LIMITED,Kalaburagi,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-088,ka2026q3_01,Karnataka,Dharwad- Karnataka Slum Development Board,KARNATAKA SLUM DEVELOPMENT BOARD,Dharwad,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-089,ka2026q3_01,Karnataka,Shivamogga- Karnataka Slum Development Board,KARNATAKA SLUM DEVELOPMENT BOARD,Shivamogga,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-090,ka2026q3_01,Karnataka,Karnataka State Consumer Disputes Redressal Commission permanent Circuit Bench Kalaburagi,KARNATAKA STATE CONSUMER DISPUTES REDRESSAL COMMISSION PERMANENT CIRCUIT BENCH KALABURAGI,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-091,ka2026q3_01,Karnataka,Bengaluru South - Karnataka State Khadi And Village Industries Board,KARNATAKA STATE KHADI AND VILLAGE INDUSTRIES BOARD,Bengaluru South,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-092,ka2026q3_01,Karnataka,Karnataka state police housing and infrastructure development corporation limited,KARNATAKA STATE POLICE HOUSING AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-093,ka2026q3_01,Karnataka,"Ballari- Regional Office, Karnataka State Pollution Control Board",KARNATAKA STATE POLLUTION CONTROL BOARD,Ballari,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-094,ka2026q3_01,Karnataka,"Bidar- Regional Office, Karnataka State Pollution Control Board",KARNATAKA STATE POLLUTION CONTROL BOARD,Bidar,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-095,ka2026q3_01,Karnataka,"Uttara Kannada - Office of the Deputy Director (Admn),Department of School Education,Karwar",KARWAR,Uttara Kannada,,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-096,ka2026q3_01,Karnataka,"Uttarakannada - Office of the Deputy Director, School Education Department(Pre University), Karwar",KARWAR,Uttarakannada,,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-097,ka2026q3_01,Karnataka,"Bagalkot- Office of The Chief Engineer (Electricity),Transmission zone ,KPTCL",KPTCL,Bagalkot,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-098,ka2026q3_01,Karnataka,Karnataka Power Transmission Corporation Limited-KPTCL,KPTCL,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-099,ka2026q3_01,Karnataka,Ballari-LABOUR,LABOUR,Ballari,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-100,ka2026q3_01,Karnataka,Bidar-LABOUR,LABOUR,Bidar,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-101,ka2026q3_01,Karnataka,Chikkaballapura-LABOUR,LABOUR,Chikkaballapura,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-102,ka2026q3_01,Karnataka,"Vijayanagara - Office of the Labour Officer, Department of Labour",LABOUR,Vijayanagara,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-103,ka2026q3_01,Karnataka,"KSRTC,Central Tarining Institute , Malur",MALUR,NA,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-104,ka2026q3_01,Karnataka,Malur Planning Authority,MALUR PLANNING AUTHORITY,State Level / Not Applicable,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-105,ka2026q3_01,Karnataka,"Bidar - Office of the Senior Geologist, Department of Mines and Geology",MINES AND GEOLOGY,Bidar,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-106,ka2026q3_01,Karnataka,"Raichur- Office of The Senior Geologist, Department of Mines and Geology",MINES AND GEOLOGY,Raichur,,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-107,ka2026q3_01,Karnataka,"Kolar - Office of the Executive Engineer, Dept of Minor Irrigation and Ground Water Development",MINOR IRRIGATION AND GROUND WATER DEVELOPMENT,Kolar,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-108,ka2026q3_01,Karnataka,"Vijayapura- Office of the Executive Engineer, Dept of Minor Irrigation and Ground Water Development",MINOR IRRIGATION AND GROUND WATER DEVELOPMENT,Vijayapura,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-109,ka2026q3_01,Karnataka,"Belagavi - Office of The District officer, Minority Welfare Department",MINORITY WELFARE,Belagavi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-110,ka2026q3_01,Karnataka,"Chikkaballapura - Office of the District officer, Minority Welfare Department",MINORITY WELFARE,Chikkaballapura,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-111,ka2026q3_01,Karnataka,"Kolar - Office of the District officer, Minority Welfare Department",MINORITY WELFARE,Kolar,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-112,ka2026q3_01,Karnataka,Chitradurga - Office of The District Health and Family Welfare Officer,OFFICE OF THE DISTRICT HEALTH AND FAMILY WELFARE OFFICER,Chitradurga,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-113,ka2026q3_01,Karnataka,Davanagere- Office of The District Health and Family Welfare Officer,OFFICE OF THE DISTRICT HEALTH AND FAMILY WELFARE OFFICER,Davanagere,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-114,ka2026q3_01,Karnataka,Mysuru- Office of The District Health and Family Welfare Officer,OFFICE OF THE DISTRICT HEALTH AND FAMILY WELFARE OFFICER,Mysuru,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-115,ka2026q3_01,Karnataka,Mysuru-Office of the Joint Registrar of Cooperative Societies,OFFICE OF THE JOINT REGISTRAR OF COOPERATIVE SOCIETIES,Mysuru,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-116,ka2026q3_01,Karnataka,Ballari- Office of The Superintendent of Police,OFFICE OF THE SUPERINTENDENT OF POLICE,Ballari,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-117,ka2026q3_01,Karnataka,Chikkamagaluru- Office of The Superintendent of Police,OFFICE OF THE SUPERINTENDENT OF POLICE,Chikkamagaluru,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-118,ka2026q3_01,Karnataka,Davanagere- Office of The Superintendent of Police,OFFICE OF THE SUPERINTENDENT OF POLICE,Davanagere,Not Applicable,RTI_Online_Karnataka,legal_salience,RA3,v3,en,portal,,,,,,,,,
KA-119,ka2026q3_01,Karnataka,Mysuru- Office of The Superintendent of Police,OFFICE OF THE SUPERINTENDENT OF POLICE,Mysuru,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-120,ka2026q3_01,Karnataka,"Kalaburagi- Office of The Deputy Director, Department of Pre University Education",PRE UNIVERSITY EDUCATION,Kalaburagi,Not Applicable,RTI_Online_Karnataka,legal_salience,RA3,v3,en,portal,,,,,,,,,
